Experiment	Paper	Pathogen	Classification	VOC	PubChem ID	Analytical Method	Sample origin															
28	10	Pseudomonas aeruginosa	Gram negative bacterium	1-undecene	13190	SPME and GC-MS analysis	clinical sample															
28	10	Pseudomonas aeruginosa	Gram negative bacterium	linalool	6549	SPME and GC-MS analysis	clinical sample															
28	10	Pseudomonas aeruginosa	Gram negative bacterium	"2,6,7-trimethyldecane"	43924	SPME and GC-MS analysis	clinical sample															
28	10	Pseudomonas aeruginosa	Gram negative bacterium	indole	798	SPME and GC-MS analysis	clinical sample															
28	10	Pseudomonas aeruginosa	Gram negative bacterium	toluene	1140	SPME and GC-MS analysis	clinical sample															
28	10	Pseudomonas aeruginosa	Gram negative bacterium	ethanol	702	SPME and GC-MS analysis	clinical sample															
28	10	Pseudomonas aeruginosa	Gram negative bacterium	acetoin	179	SPME and GC-MS analysis	clinical sample															
28	10	Pseudomonas aeruginosa	Gram negative bacterium	acetic acid	176	SPME and GC-MS analysis	clinical sample															
28	10	Pseudomonas aeruginosa	Gram negative bacterium	amylene hydrate	6405	SPME and GC-MS analysis	clinical sample															
28	10	Pseudomonas aeruginosa	Gram negative bacterium	caryophyllene	5322111	SPME and GC-MS analysis	clinical sample															
28	10	Pseudomonas aeruginosa	Gram negative bacterium	cis-1-p-menthanol	89437	SPME and GC-MS analysis	clinical sample															
28	10	Pseudomonas aeruginosa	Gram negative bacterium	"2,5-dimethyl-2,5-hexanediol"	8031	SPME and GC-MS analysis	clinical sample															
28	10	Pseudomonas aeruginosa	Gram negative bacterium	2-nonanone	13187	SPME and GC-MS analysis	clinical sample															
28	10	Pseudomonas aeruginosa	Gram negative bacterium	acetone	180	SPME and GC-MS analysis	clinical sample															
28	10	Pseudomonas aeruginosa	Gram negative bacterium	2-ethyl-1-hexanol	7720	SPME and GC-MS analysis	clinical sample															
28	10	Pseudomonas aeruginosa	Gram negative bacterium	2-heptanone	8051	SPME and GC-MS analysis	clinical sample															
28	10	Pseudomonas aeruginosa	Gram negative bacterium	2-ethoxy-2-methylpropane	12512	SPME and GC-MS analysis	clinical sample															
28	10	Pseudomonas aeruginosa	Gram negative bacterium	2-phenylethanol	6054	SPME and GC-MS analysis	clinical sample															
28	10	Pseudomonas aeruginosa	Gram negative bacterium	1-octen-3-ol	18827	SPME and GC-MS analysis	clinical sample															
28	10	Pseudomonas aeruginosa	Gram negative bacterium	4-methyloctane	16665	SPME and GC-MS analysis	clinical sample															
28	10	Pseudomonas aeruginosa	Gram negative bacterium	isoamyl acetate	31276	SPME and GC-MS analysis	clinical sample															
28	10	Pseudomonas aeruginosa	Gram negative bacterium	limonene	22311	SPME and GC-MS analysis	clinical sample															
28	10	Pseudomonas aeruginosa	Gram negative bacterium	eucalyptol	2758	SPME and GC-MS analysis	clinical sample															
28	10	Pseudomonas aeruginosa	Gram negative bacterium	6-methyl-2-heptanone	13572	SPME and GC-MS analysis	clinical sample															
28	10	Pseudomonas aeruginosa	Gram negative bacterium	thymol	6989	SPME and GC-MS analysis	clinical sample															
28	10	Pseudomonas aeruginosa	Gram negative bacterium	2-phenylacetaldehyde	998	SPME and GC-MS analysis	clinical sample															
28	10	Pseudomonas aeruginosa	Gram negative bacterium	2-hexanone	11583	SPME and GC-MS analysis	clinical sample															
28	10	Pseudomonas aeruginosa	Gram negative bacterium	"2,4-dimethyl-1-heptene"	123385	SPME and GC-MS analysis	clinical sample															
28	10	Pseudomonas aeruginosa	Gram negative bacterium	5-methyl-2-(1-methylethyl)-cyclohexanone	6986	SPME and GC-MS analysis	clinical sample															
28	10	Pseudomonas aeruginosa	Gram negative bacterium	"2,4-dimethylheptane"	16656	SPME and GC-MS analysis	clinical sample															
28	10	Pseudomonas aeruginosa	Gram negative bacterium	pyrrolidine	31268	SPME and GC-MS analysis	clinical sample															
28	10	Pseudomonas aeruginosa	Gram negative bacterium	"2,6-dimethyl-7-octen-2-ol"	29096	SPME and GC-MS analysis	clinical sample															
29	11	Pseudomonas aeruginosa	Gram negative bacterium	methyl thiocyanate	11168	SIFT-MS analysis	NIPH 2414															
29	11	Pseudomonas aeruginosa	Gram negative bacterium	hydrogen cyanide	768	SIFT-MS analysis	NIPH 2414															
29	11	Pseudomonas aeruginosa	Gram negative bacterium	acetone	180	SIFT-MS analysis	NIPH 2414															
29	11	Pseudomonas aeruginosa	Gram negative bacterium	dimethyl sulfide	1068	SIFT-MS analysis	NIPH 2414															
30	11	Pseudomonas aeruginosa	Gram negative bacterium	methyl thiocyanate	11168	SIFT-MS analysis	NIPH 2415															
30	11	Pseudomonas aeruginosa	Gram negative bacterium	hydrogen cyanide	768	SIFT-MS analysis	NIPH 2415															
30	11	Pseudomonas aeruginosa	Gram negative bacterium	acetone	180	SIFT-MS analysis	NIPH 2415															
30	11	Pseudomonas aeruginosa	Gram negative bacterium	2-propanol	3776	SIFT-MS analysis	NIPH 2415															
30	11	Pseudomonas aeruginosa	Gram negative bacterium	dimethyl sulfide	1068	SIFT-MS analysis	NIPH 2415															
31	11	Pseudomonas aeruginosa	Gram negative bacterium	methyl thiocyanate	11168	SIFT-MS analysis	NIPH 2418															
31	11	Pseudomonas aeruginosa	Gram negative bacterium	hydrogen cyanide	768	SIFT-MS analysis	NIPH 2418															
31	11	Pseudomonas aeruginosa	Gram negative bacterium	acetone	180	SIFT-MS analysis	NIPH 2418															
31	11	Pseudomonas aeruginosa	Gram negative bacterium	2-propanol	3776	SIFT-MS analysis	NIPH 2418															
31	11	Pseudomonas aeruginosa	Gram negative bacterium	dimethyl sulfide	1068	SIFT-MS analysis	NIPH 2418															
32	11	Pseudomonas aeruginosa	Gram negative bacterium	methyl thiocyanate	11168	SIFT-MS analysis	NIPH 2421															
32	11	Pseudomonas aeruginosa	Gram negative bacterium	hydrogen cyanide	768	SIFT-MS analysis	NIPH 2421															
32	11	Pseudomonas aeruginosa	Gram negative bacterium	acetone	180	SIFT-MS analysis	NIPH 2421															
32	11	Pseudomonas aeruginosa	Gram negative bacterium	2-propanol	3776	SIFT-MS analysis	NIPH 2421															
32	11	Pseudomonas aeruginosa	Gram negative bacterium	dimethyl sulfide	1068	SIFT-MS analysis	NIPH 2421															
33	11	Pseudomonas aeruginosa	Gram negative bacterium	methyl thiocyanate	11168	SIFT-MS analysis	NIPH 2423															
33	11	Pseudomonas aeruginosa	Gram negative bacterium	hydrogen cyanide	768	SIFT-MS analysis	NIPH 2423															
33	11	Pseudomonas aeruginosa	Gram negative bacterium	acetone	180	SIFT-MS analysis	NIPH 2423															
33	11	Pseudomonas aeruginosa	Gram negative bacterium	2-propanol	3776	SIFT-MS analysis	NIPH 2423															
33	11	Pseudomonas aeruginosa	Gram negative bacterium	dimethyl sulfide	1068	SIFT-MS analysis	NIPH 2423															
34	11	Pseudomonas aeruginosa	Gram negative bacterium	methyl thiocyanate	11168	SIFT-MS analysis	NIPH 2425															
34	11	Pseudomonas aeruginosa	Gram negative bacterium	hydrogen cyanide	768	SIFT-MS analysis	NIPH 2425															
34	11	Pseudomonas aeruginosa	Gram negative bacterium	acetone	180	SIFT-MS analysis	NIPH 2425															
34	11	Pseudomonas aeruginosa	Gram negative bacterium	2-propanol	3776	SIFT-MS analysis	NIPH 2425															
34	11	Pseudomonas aeruginosa	Gram negative bacterium	dimethyl sulfide	1068	SIFT-MS analysis	NIPH 2425															
35	11	Pseudomonas aeruginosa	Gram negative bacterium	methyl thiocyanate	11168	SIFT-MS analysis	NIPH 2427															
35	11	Pseudomonas aeruginosa	Gram negative bacterium	hydrogen cyanide	768	SIFT-MS analysis	NIPH 2427															
35	11	Pseudomonas aeruginosa	Gram negative bacterium	acetone	180	SIFT-MS analysis	NIPH 2427															
35	11	Pseudomonas aeruginosa	Gram negative bacterium	2-propanol	3776	SIFT-MS analysis	NIPH 2427															
35	11	Pseudomonas aeruginosa	Gram negative bacterium	dimethyl sulfide	1068	SIFT-MS analysis	NIPH 2427															
36	11	Pseudomonas aeruginosa	Gram negative bacterium	methyl thiocyanate	11168	SIFT-MS analysis	NIPH 2430															
36	11	Pseudomonas aeruginosa	Gram negative bacterium	hydrogen cyanide	768	SIFT-MS analysis	NIPH 2430															
36	11	Pseudomonas aeruginosa	Gram negative bacterium	acetone	180	SIFT-MS analysis	NIPH 2430															
36	11	Pseudomonas aeruginosa	Gram negative bacterium	2-propanol	3776	SIFT-MS analysis	NIPH 2430															
36	11	Pseudomonas aeruginosa	Gram negative bacterium	dimethyl sulfide	1068	SIFT-MS analysis	NIPH 2430															
37	11	Pseudomonas aeruginosa	Gram negative bacterium	methyl thiocyanate	11168	SIFT-MS analysis	NIPH 2433															
37	11	Pseudomonas aeruginosa	Gram negative bacterium	hydrogen cyanide	768	SIFT-MS analysis	NIPH 2433															
37	11	Pseudomonas aeruginosa	Gram negative bacterium	acetone	180	SIFT-MS analysis	NIPH 2433															
37	11	Pseudomonas aeruginosa	Gram negative bacterium	2-propanol	3776	SIFT-MS analysis	NIPH 2433															
37	11	Pseudomonas aeruginosa	Gram negative bacterium	dimethyl sulfide	1068	SIFT-MS analysis	NIPH 2433															
38	11	Pseudomonas aeruginosa	Gram negative bacterium	methyl thiocyanate	11168	SIFT-MS analysis	NIPH 2440															
38	11	Pseudomonas aeruginosa	Gram negative bacterium	hydrogen cyanide	768	SIFT-MS analysis	NIPH 2440															
38	11	Pseudomonas aeruginosa	Gram negative bacterium	acetone	180	SIFT-MS analysis	NIPH 2440															
38	11	Pseudomonas aeruginosa	Gram negative bacterium	2-propanol	3776	SIFT-MS analysis	NIPH 2440															
38	11	Pseudomonas aeruginosa	Gram negative bacterium	dimethyl sulfide	1068	SIFT-MS analysis	NIPH 2440															
39	11	Pseudomonas aeruginosa	Gram negative bacterium	methyl thiocyanate	11168	SIFT-MS analysis	NIPH 2443															
39	11	Pseudomonas aeruginosa	Gram negative bacterium	hydrogen cyanide	768	SIFT-MS analysis	NIPH 2443															
39	11	Pseudomonas aeruginosa	Gram negative bacterium	acetone	180	SIFT-MS analysis	NIPH 2443															
39	11	Pseudomonas aeruginosa	Gram negative bacterium	2-propanol	3776	SIFT-MS analysis	NIPH 2443															
39	11	Pseudomonas aeruginosa	Gram negative bacterium	dimethyl sulfide	1068	SIFT-MS analysis	NIPH 2443															
40	11	Pseudomonas aeruginosa	Gram negative bacterium	methyl thiocyanate	11168	SIFT-MS analysis	NIPH 2449															
40	11	Pseudomonas aeruginosa	Gram negative bacterium	hydrogen cyanide	768	SIFT-MS analysis	NIPH 2449															
40	11	Pseudomonas aeruginosa	Gram negative bacterium	acetone	180	SIFT-MS analysis	NIPH 2449															
40	11	Pseudomonas aeruginosa	Gram negative bacterium	2-propanol	3776	SIFT-MS analysis	NIPH 2449															
40	11	Pseudomonas aeruginosa	Gram negative bacterium	dimethyl sulfide	1068	SIFT-MS analysis	NIPH 2449															
41	11	Pseudomonas aeruginosa	Gram negative bacterium	methyl thiocyanate	11168	SIFT-MS analysis	NIPH 2451															
41	11	Pseudomonas aeruginosa	Gram negative bacterium	hydrogen cyanide	768	SIFT-MS analysis	NIPH 2451															
41	11	Pseudomonas aeruginosa	Gram negative bacterium	acetone	180	SIFT-MS analysis	NIPH 2451															
41	11	Pseudomonas aeruginosa	Gram negative bacterium	2-propanol	3776	SIFT-MS analysis	NIPH 2451															
41	11	Pseudomonas aeruginosa	Gram negative bacterium	dimethyl sulfide	1068	SIFT-MS analysis	NIPH 2451															
42	11	Pseudomonas aeruginosa	Gram negative bacterium	methyl thiocyanate	11168	SIFT-MS analysis	NIPH 2452															
42	11	Pseudomonas aeruginosa	Gram negative bacterium	hydrogen cyanide	768	SIFT-MS analysis	NIPH 2452															
42	11	Pseudomonas aeruginosa	Gram negative bacterium	acetone	180	SIFT-MS analysis	NIPH 2452															
42	11	Pseudomonas aeruginosa	Gram negative bacterium	2-propanol	3776	SIFT-MS analysis	NIPH 2452															
42	11	Pseudomonas aeruginosa	Gram negative bacterium	dimethyl sulfide	1068	SIFT-MS analysis	NIPH 2452															
43	11	Pseudomonas aeruginosa	Gram negative bacterium	methyl thiocyanate	11168	SIFT-MS analysis	NIPH 2454															
43	11	Pseudomonas aeruginosa	Gram negative bacterium	hydrogen cyanide	768	SIFT-MS analysis	NIPH 2454															
43	11	Pseudomonas aeruginosa	Gram negative bacterium	acetone	180	SIFT-MS analysis	NIPH 2454															
43	11	Pseudomonas aeruginosa	Gram negative bacterium	2-propanol	3776	SIFT-MS analysis	NIPH 2454															
43	11	Pseudomonas aeruginosa	Gram negative bacterium	dimethyl sulfide	1068	SIFT-MS analysis	NIPH 2454															
44	11	Pseudomonas aeruginosa	Gram negative bacterium	methyl thiocyanate	11168	SIFT-MS analysis	NIPH 2455															
44	11	Pseudomonas aeruginosa	Gram negative bacterium	hydrogen cyanide	768	SIFT-MS analysis	NIPH 2455															
44	11	Pseudomonas aeruginosa	Gram negative bacterium	acetone	180	SIFT-MS analysis	NIPH 2455															
44	11	Pseudomonas aeruginosa	Gram negative bacterium	2-propanol	3776	SIFT-MS analysis	NIPH 2455															
44	11	Pseudomonas aeruginosa	Gram negative bacterium	dimethyl sulfide	1068	SIFT-MS analysis	NIPH 2455															
45	11	Pseudomonas aeruginosa	Gram negative bacterium	methyl thiocyanate	11168	SIFT-MS analysis	NIPH 2457															
45	11	Pseudomonas aeruginosa	Gram negative bacterium	hydrogen cyanide	768	SIFT-MS analysis	NIPH 2457															
45	11	Pseudomonas aeruginosa	Gram negative bacterium	acetone	180	SIFT-MS analysis	NIPH 2457															
45	11	Pseudomonas aeruginosa	Gram negative bacterium	2-propanol	3776	SIFT-MS analysis	NIPH 2457															
45	11	Pseudomonas aeruginosa	Gram negative bacterium	dimethyl sulfide	1068	SIFT-MS analysis	NIPH 2457															
46	11	Pseudomonas aeruginosa	Gram negative bacterium	methyl thiocyanate	11168	SIFT-MS analysis	NIPH 2462															
46	11	Pseudomonas aeruginosa	Gram negative bacterium	hydrogen cyanide	768	SIFT-MS analysis	NIPH 2462															
46	11	Pseudomonas aeruginosa	Gram negative bacterium	acetone	180	SIFT-MS analysis	NIPH 2462															
46	11	Pseudomonas aeruginosa	Gram negative bacterium	2-propanol	3776	SIFT-MS analysis	NIPH 2462															
46	11	Pseudomonas aeruginosa	Gram negative bacterium	dimethyl sulfide	1068	SIFT-MS analysis	NIPH 2462															
47	11	Pseudomonas aeruginosa	Gram negative bacterium	methyl thiocyanate	11168	SIFT-MS analysis	NIPH 2463															
47	11	Pseudomonas aeruginosa	Gram negative bacterium	hydrogen cyanide	768	SIFT-MS analysis	NIPH 2463															
47	11	Pseudomonas aeruginosa	Gram negative bacterium	acetone	180	SIFT-MS analysis	NIPH 2463															
47	11	Pseudomonas aeruginosa	Gram negative bacterium	2-propanol	3776	SIFT-MS analysis	NIPH 2463															
47	11	Pseudomonas aeruginosa	Gram negative bacterium	dimethyl sulfide	1068	SIFT-MS analysis	NIPH 2463															
48	11	Pseudomonas aeruginosa	Gram negative bacterium	methyl thiocyanate	11168	SIFT-MS analysis	NIPH 2471															
48	11	Pseudomonas aeruginosa	Gram negative bacterium	hydrogen cyanide	768	SIFT-MS analysis	NIPH 2471															
48	11	Pseudomonas aeruginosa	Gram negative bacterium	acetone	180	SIFT-MS analysis	NIPH 2471															
48	11	Pseudomonas aeruginosa	Gram negative bacterium	2-propanol	3776	SIFT-MS analysis	NIPH 2471															
48	11	Pseudomonas aeruginosa	Gram negative bacterium	dimethyl sulfide	1068	SIFT-MS analysis	NIPH 2471															
49	11	Pseudomonas aeruginosa	Gram negative bacterium	methyl thiocyanate	11168	SIFT-MS analysis	NIPH 2472															
49	11	Pseudomonas aeruginosa	Gram negative bacterium	hydrogen cyanide	768	SIFT-MS analysis	NIPH 2472															
49	11	Pseudomonas aeruginosa	Gram negative bacterium	acetone	180	SIFT-MS analysis	NIPH 2472															
49	11	Pseudomonas aeruginosa	Gram negative bacterium	2-propanol	3776	SIFT-MS analysis	NIPH 2472															
49	11	Pseudomonas aeruginosa	Gram negative bacterium	dimethyl sulfide	1068	SIFT-MS analysis	NIPH 2472															
50	11	Pseudomonas aeruginosa	Gram negative bacterium	methyl thiocyanate	11168	SIFT-MS analysis	NIPH 2473															
50	11	Pseudomonas aeruginosa	Gram negative bacterium	hydrogen cyanide	768	SIFT-MS analysis	NIPH 2473															
50	11	Pseudomonas aeruginosa	Gram negative bacterium	acetone	180	SIFT-MS analysis	NIPH 2473															
50	11	Pseudomonas aeruginosa	Gram negative bacterium	2-propanol	3776	SIFT-MS analysis	NIPH 2473															
50	11	Pseudomonas aeruginosa	Gram negative bacterium	dimethyl sulfide	1068	SIFT-MS analysis	NIPH 2473															
